Meter_ID,Usage_Type,Name,Address,Phone_Number,Region,Tariff_Plan,Email,Household_Size,Dwelling_Type,Energy_Consumption_kWh,Payment_Status,Timestamp,Business_Name,Business_Address,Contact_Number,Business_Type,Contact_Email,Operating_Hours,Floor_Area,Facility_Name,Facility_Address,Industry_Type,Production_Capacity,Operating_Shifts,Production_Volume,Month,Hour,Date,Is_Peak_Hour,Peak_hour_usage_ratio,Usage_consistency_score
COM00052,commercial,,,,Central,C2,,,,44.38690249318359,partial,2024-04-28 11:12:40,Copperbelt Traders,"Market Street, Kasama",+260760589651,Manufacturing,copperbelttraders@gmail.com,19 hours,118.0,,,,,,,4,11,2024-04-28,False,2.82,45.19
RES00053,residential,Namwinga Musonda,"Stand 221, Freedom Way, Lusaka",+260764075807,Eastern,R3,namwingamusonda@gmail.com,4.0,Apartment,11.98012040251126,paid,2024-10-24 01:43:40,,,,,,,,,,,,,,10,1,2024-10-24,False,2.69,20.49
COM00054,commercial,,,,Western,C2,,,,147.8628667898972,paid,2024-05-25 03:44:29,Copperbelt Traders,"Chilenje South, Lusaka",+260973415144,Manufacturing,copperbelttraders@gmail.com,11 hours,272.0,,,,,,,5,3,2024-05-25,False,1.83,26.25
COM00055,commercial,,,,Luapula,C1,,,,51.683270420158415,paid,2025-01-09 08:33:21,Lusaka Hardware,"Plot 33, Kalundu Rd, Lusaka",+260767631390,Technology,lusakahardware@gmail.com,19 hours,433.0,,,,,,,1,8,2025-01-09,True,2.77,23.86
COM00056,commercial,,,,Copperbelt,C1,,,,191.21091076595823,paid,2024-09-02 23:56:36,Solwezi Boutique,"Plot 33, Kalundu Rd, Lusaka",+260970720437,Textiles,solweziboutique@gmail.com,8 hours,494.0,,,,,,,9,23,2024-09-02,False,0.36,22.38
IND00057,industrial,,,,Copperbelt,I3,,,,269.226414033167,paid,2024-06-01 08:58:33,,,+260776932077,,,,,Lusaka Energy Hub,"Kalukanya Industrial Zone, Mansa",Mining,853.0,3 shifts,9067.0,6,8,2024-06-01,True,0.67,38.76
RES00058,residential,Mukuka Phiri,"Plot 33, Lumumba Road, Kabwe",+260758825534,Copperbelt,R3,mukukaphiri@gmail.com,1.0,Compound,21.820600658772808,paid,2024-06-15 18:34:06,,,,,,,,,,,,,,6,18,2024-06-15,True,0.23,26.34
IND00059,industrial,,,,Northern,I1,,,,130.70904047393458,paid,2024-11-27 20:50:10,,,+260760130258,,,,,Ndola Textile Plant,"Plot 56, Industrial Rd, Lusaka",Mining,860.0,2 shifts,3067.0,11,20,2024-11-27,True,1.04,15.84
COM00060,commercial,,,,Lusaka,C2,,,,60.94194762340076,unpaid,2025-01-01 23:34:45,Luangwa Motors,"Chilenje South, Lusaka",+260770229715,Retail,luangwamotors@gmail.com,8 hours,145.0,,,,,,,1,23,2025-01-01,False,1.23,12.91
RES00061,residential,Nchimunya Sinkala,"Flat 17, Mungwi Road, Kasama",+260752485278,Luapula,R1,nchimunyasinkala@gmail.com,3.0,Apartment,13.98903673783053,paid,2025-01-18 23:31:40,,,,,,,,,,,,,,1,23,2025-01-18,False,0.89,1.89
RES00062,residential,Tandiwe Kalunga,"Plot 104, Malambo Road, Livingstone",+260971384627,Northern,R1,tandiwekalunga@gmail.com,6.0,Apartment,17.945038813846594,paid,2024-05-11 11:41:25,,,,,,,,,,,,,,5,11,2024-05-11,False,2.5,29.16
IND00063,industrial,,,,Central,I2,,,,285.3974711067856,paid,2024-10-11 04:26:08,,,+260968026131,,,,,Solwezi Industrial Park,"Kalukanya Industrial Zone, Mansa",Agriculture,834.0,3 shifts,8435.0,10,4,2024-10-11,False,1.13,11.5
RES00064,residential,Mwansa Bwalya,"Flat 17, Mungwi Road, Kasama",+260773112456,Southern,R1,mwansabwalya@gmail.com,4.0,Compound,13.28705565884677,partial,2025-02-12 14:06:10,,,,,,,,,,,,,,2,14,2025-02-12,False,0.91,7.41
IND00065,industrial,,,,Eastern,I3,,,,224.9314541621955,paid,2024-04-21 07:31:22,,,+260968640843,,,,,Ndola Textile Plant,"Plot 21, Chisamba Rd, Chipata",Agriculture,832.0,3 shifts,4946.0,4,7,2024-04-21,True,1.67,32.69
RES00066,residential,Sipho Mumba,"Plot 45, Cairo Road, Lusaka",+260969782446,Lusaka,R1,siphomumba@gmail.com,6.0,Compound,7.802692016831347,paid,2024-12-22 21:31:38,,,,,,,,,,,,,,12,21,2024-12-22,True,0.51,34.06
IND00067,industrial,,,,Copperbelt,I1,,,,161.65124738052384,partial,2024-12-14 02:57:24,,,+260951511366,,,,,Kitwe Water Works,"Stand 90, Kwacha Rd, Ndola",Mining,264.0,2 shifts,9680.0,12,2,2024-12-14,False,2.43,37.61
RES00068,residential,Misozi Tembo,"Stand 56, Katima Mulilo Road, Solwezi",+260750275775,Northern,R1,misozitembo@gmail.com,7.0,Compound,11.40777889373782,unpaid,2024-12-19 16:13:23,,,,,,,,,,,,,,12,16,2024-12-19,False,0.32,25.18
RES00069,residential,Thandiwe Banda,"Plot 104, Malambo Road, Livingstone",+260964266569,Southern,R3,thandiwebanda@gmail.com,6.0,Compound,13.932764241440765,paid,2025-01-16 23:34:47,,,,,,,,,,,,,,1,23,2025-01-16,False,2.96,44.7
RES00070,residential,Nchimunya Sinkala,"Stand 56, Katima Mulilo Road, Solwezi",+260961309688,Northern,R1,nchimunyasinkala@gmail.com,7.0,Apartment,19.200855796392126,paid,2024-04-17 11:37:39,,,,,,,,,,,,,,4,11,2024-04-17,False,2.34,46.82
RES00071,residential,Chikondi Daka,"House 78, Great East Road, Chipata",+260970027564,Lusaka,R1,chikondidaka@gmail.com,1.0,House,80.60016948884694,paid,2024-05-16 12:56:13,,,,,,,,,,,,,,5,12,2024-05-16,False,0.68,40.37
COM00072,commercial,,,,Eastern,C3,,,,66.87148045560689,paid,2024-08-25 00:23:32,Copperbelt Traders,"Chilenje South, Lusaka",+260979618570,Hospitality,copperbelttraders@gmail.com,19 hours,278.0,,,,,,,8,0,2024-08-25,False,0.12,31.78
RES00073,residential,Thandiwe Banda,"Stand 221, Freedom Way, Lusaka",+260961699894,Lusaka,R2,thandiwebanda@gmail.com,7.0,Compound,9.668392608800158,partial,2024-08-03 00:36:25,,,,,,,,,,,,,,8,0,2024-08-03,False,2.46,15.19
COM00074,commercial,,,,Southern,C3,,,,93.79605866435344,paid,2025-01-13 03:51:40,Chikuni General Dealers,"Shop 45, Freedom Mall, Ndola",+260975346333,Retail,chikunigeneraldealers@gmail.com,19 hours,379.0,,,,,,,1,3,2025-01-13,False,2.15,49.15
RES00075,residential,Chikondi Daka,"House 90, Kalambo Road, Mongu",+260763361765,North-Western,R2,chikondidaka@gmail.com,4.0,House,14.246061145191517,paid,2024-07-22 19:25:54,,,,,,,,,,,,,,7,19,2024-07-22,True,2.21,13.71
RES00076,residential,Mutale Ngoma,"Stand 221, Freedom Way, Lusaka",+260767358238,Northern,R3,mutalengoma@gmail.com,6.0,Compound,7.067407639082576,unpaid,2024-07-29 02:17:00,,,,,,,,,,,,,,7,2,2024-07-29,False,2.34,10.13
COM00077,commercial,,,,Southern,C2,,,,57.24952917610604,paid,2024-10-13 15:13:03,Mosi Beverages,"Shop 45, Freedom Mall, Ndola",+260974096022,Technology,mosibeverages@gmail.com,9 hours,420.0,,,,,,,10,15,2024-10-13,False,0.31,22.11
COM00078,commercial,,,,Copperbelt,C2,,,,73.58880241442574,partial,2024-12-24 18:51:13,Mosi Beverages,"Shop 45, Freedom Mall, Ndola",+260757743044,Transportation,mosibeverages@gmail.com,9 hours,300.0,,,,,,,12,18,2024-12-24,True,1.14,2.84
RES00079,residential,Luyando Zulu,"House 90, Kalambo Road, Mongu",+260960246881,Eastern,R2,luyandozulu@gmail.com,7.0,Apartment,16.45035826131942,partial,2024-07-21 07:07:00,,,,,,,,,,,,,,7,7,2024-07-21,True,0.44,48.92
COM00080,commercial,,,,Lusaka,C1,,,,170.5474150804509,paid,2024-10-27 17:50:45,Luangwa Motors,"Shop 45, Freedom Mall, Ndola",+260753032437,Manufacturing,luangwamotors@gmail.com,10 hours,434.0,,,,,,,10,17,2024-10-27,False,2.6,29.42
IND00081,industrial,,,,Luapula,I1,,,,391.1529606509428,paid,2025-03-16 01:05:53,,,+260779516772,,,,,Chipata Milling Station,"Stand 90, Kwacha Rd, Ndola",Mining,776.0,2 shifts,7345.0,3,1,2025-03-16,False,1.91,27.85
RES00082,residential,Lombe Chileshe,"Flat 17, Mungwi Road, Kasama",+260975201599,Lusaka,R3,lombechileshe@gmail.com,5.0,Apartment,16.665866474199124,unpaid,2024-10-28 16:29:00,,,,,,,,,,,,,,10,16,2024-10-28,False,1.06,32.79
RES00083,residential,Nchimunya Sinkala,"Plot 45, Cairo Road, Lusaka",+260958102635,North-Western,R3,nchimunyasinkala@gmail.com,2.0,House,13.710489177282284,paid,2025-03-01 22:26:17,,,,,,,,,,,,,,3,22,2025-03-01,True,0.28,24.85
COM00084,commercial,,,,Copperbelt,C1,,,,91.69107601035404,paid,2024-07-19 15:20:59,Luangwa Motors,"Chilenje South, Lusaka",+260757923930,Wholesale,luangwamotors@gmail.com,13 hours,285.0,,,,,,,7,15,2024-07-19,False,1.0,1.6
RES00085,residential,Mukuka Phiri,"House 90, Kalambo Road, Mongu",+260762445997,Luapula,R3,mukukaphiri@gmail.com,5.0,Apartment,20.57957286130298,paid,2024-05-06 22:13:45,,,,,,,,,,,,,,5,22,2024-05-06,True,1.04,30.62
COM00086,commercial,,,,Luapula,C2,,,,19.997299302095254,paid,2024-07-21 00:00:42,Chikuni General Dealers,"Chilenje South, Lusaka",+260956722775,Technology,chikunigeneraldealers@gmail.com,13 hours,355.0,,,,,,,7,0,2024-07-21,False,2.22,35.81
IND00087,industrial,,,,Northern,I2,,,,344.4338791981811,paid,2025-02-07 13:20:12,,,+260979097827,,,,,Ndola Textile Plant,"Stand 90, Kwacha Rd, Ndola",Mining,580.0,3 shifts,4954.0,2,13,2025-02-07,False,1.95,20.84
RES00088,residential,Namwinga Musonda,"Plot 45, Cairo Road, Lusaka",+260753748887,Lusaka,R1,namwingamusonda@gmail.com,5.0,Flat,21.06078216612551,unpaid,2024-11-19 13:18:23,,,,,,,,,,,,,,11,13,2024-11-19,False,2.67,37.86
RES00089,residential,Chola Mwape,"Flat 17, Mungwi Road, Kasama",+260975472642,Eastern,R2,cholamwape@gmail.com,6.0,Apartment,14.2797535086274,paid,2024-09-20 01:16:20,,,,,,,,,,,,,,9,1,2024-09-20,False,1.47,11.35
RES00090,residential,Bupe Kunda,"House No. 12, Chachacha Road, Ndola",+260752308017,Southern,R3,bupekunda@gmail.com,1.0,Compound,16.83299123048424,paid,2024-09-07 08:15:02,,,,,,,,,,,,,,9,8,2024-09-07,True,0.45,11.06
RES00091,residential,Luyando Zulu,"House No. 12, Chachacha Road, Ndola",+260973966276,Southern,R3,luyandozulu@gmail.com,3.0,Apartment,13.390781388872192,partial,2024-06-04 03:33:32,,,,,,,,,,,,,,6,3,2024-06-04,False,2.17,8.07
COM00092,commercial,,,,Southern,C1,,,,45.28280383698646,paid,2024-10-27 09:22:35,Great North Electronics,"Plot 33, Kalundu Rd, Lusaka",+260961309539,Textiles,greatnorthelectronics@gmail.com,12 hours,141.0,,,,,,,10,9,2024-10-27,True,2.31,18.6
RES00093,residential,Sipho Mumba,"Plot 33, Lumumba Road, Kabwe",+260963521843,Copperbelt,R1,siphomumba@gmail.com,6.0,House,14.61618045485834,paid,2025-02-21 13:32:49,,,,,,,,,,,,,,2,13,2025-02-21,False,1.73,42.35
RES00094,residential,Luyando Zulu,"Plot 45, Cairo Road, Lusaka",+260753928099,Central,R3,luyandozulu@gmail.com,1.0,House,19.25677132300255,unpaid,2025-03-15 09:15:47,,,,,,,,,,,,,,3,9,2025-03-15,True,2.34,41.4
RES00095,residential,Mutale Ngoma,"House 78, Great East Road, Chipata",+260763584243,North-Western,R2,mutalengoma@gmail.com,6.0,House,11.89818138732224,unpaid,2024-12-23 13:51:44,,,,,,,,,,,,,,12,13,2024-12-23,False,1.53,19.14
RES00096,residential,Namwinga Musonda,"House 78, Great East Road, Chipata",+260960667750,Copperbelt,R1,namwingamusonda@gmail.com,2.0,House,19.33424531671072,unpaid,2024-12-26 07:30:19,,,,,,,,,,,,,,12,7,2024-12-26,True,1.62,29.46
RES00097,residential,Kangwa Lungu,"Flat 8, Independence Avenue, Kitwe",+260764004169,Copperbelt,R2,kangwalungu@gmail.com,6.0,Compound,17.355184157090104,paid,2025-01-21 08:34:56,,,,,,,,,,,,,,1,8,2025-01-21,True,1.34,36.04
RES00098,residential,Lombe Chileshe,"Stand 56, Katima Mulilo Road, Solwezi",+260764581079,Luapula,R1,lombechileshe@gmail.com,4.0,House,20.94799890642374,paid,2025-02-28 04:48:41,,,,,,,,,,,,,,2,4,2025-02-28,False,0.17,12.06
RES00099,residential,Tandiwe Kalunga,"Stand 221, Freedom Way, Lusaka",+260952970131,Central,R1,tandiwekalunga@gmail.com,5.0,Flat,16.116680793481777,paid,2024-08-24 21:17:46,,,,,,,,,,,,,,8,21,2024-08-24,True,0.41,8.41
RES00100,residential,Mutale Ngoma,"House 90, Kalambo Road, Mongu",+260770258964,Central,R1,mutalengoma@gmail.com,2.0,Compound,22.81406783104056,paid,2025-03-02 23:36:45,,,,,,,,,,,,,,3,23,2025-03-02,False,0.19,48.6
RES00101,residential,Mwansa Bwalya,"Flat 8, Independence Avenue, Kitwe",+260957060289,Southern,R2,mwansabwalya@gmail.com,1.0,Apartment,17.77820119816767,paid,2024-08-31 12:01:40,,,,,,,,,,,,,,8,12,2024-08-31,False,1.95,30.88
