Meter_ID,Usage_Type,Name,Address,Phone_Number,Region,Tariff_Plan,Email,Household_Size,Dwelling_Type,Energy_Consumption_kWh,Payment_Status,Timestamp,Business_Name,Business_Address,Contact_Number,Business_Type,Contact_Email,Operating_Hours,Floor_Area,Facility_Name,Facility_Address,Industry_Type,Production_Capacity,Operating_Shifts,Production_Volume,Month,Hour,Date,Is_Peak_Hour,Peak_hour_usage_ratio,Usage_consistency_score
RES04202,residential,Jo Mcgee,"495 Amy Plains Apt. 289, Lusaka",+260958436449,Kalingalinga,R1,jomcgee@gmail.com,7,Flat,10.759311,paid,2024-02-20 00:32:47.705762,,,,,,,,,,,,,,2,0,2024-02-20,False,2.82,34.51
RES01359,residential,Patrick Reyes,"3440 Jeremy Stream Suite 058, Lusaka",+260972752683,John Laing,R3,patrickreyes@gmail.com,7,Flat,4.015724,paid,2024-02-20 01:15:56.023968,,,,,,,,,,,,,,2,1,2024-02-20,False,1.73,46.81
COM00938,commercial,,,,Olympia,,,,,58.909145,paid,2024-02-20 08:24:39.013078,Chikuni General Dealers,"Plot 252, Amy View, Lusaka",+260965031660,Textiles,chikunigeneraldealers@gmail.com,23 hours,435,,,,,,,2,8,2024-02-20,True,0.59,22.8
COM01244,commercial,,,,Mass Media,,,,,39.289444,paid,2024-02-20 14:35:32.067561,Chikuni General Dealers,"Plot 67, Wilson Lakes, Lusaka",+260968527382,Hospitality,chikunigeneraldealers@gmail.com,16 hours,326,,,,,,,2,14,2024-02-20,False,2.41,1.75
RES03043,residential,Matthew Powers,"848 Campbell Roads Apt. 178, Lusaka",+260971330027,Garden,R1,matthewpowers@gmail.com,6,Compound,15.922338,paid,2024-02-20 17:58:09.713846,,,,,,,,,,,,,,2,17,2024-02-20,True,0.98,49.21
RES03468,residential,Joel Meyer,"0982 Jesse Vista Apt. 501, Lusaka",+260966142428,CBD,R1,joelmeyer@gmail.com,6,Flat,18.732405,paid,2024-02-20 18:18:18.693620,,,,,,,,,,,,,,2,18,2024-02-20,True,1.37,2.82
RES02195,residential,Rebecca Thomas,"1064 Lawrence Fall, Lusaka",+260979092217,Mass Media,R2,rebeccathomas@gmail.com,7,Flat,1.0,paid,2024-02-21 03:52:48.653231,,,,,,,,,,,,,,2,3,2024-02-21,False,2.55,27.76
RES03736,residential,Shawn Brown,"81695 Faith Path, Lusaka",+260974373945,Chazanga,R1,shawnbrown@gmail.com,5,Apartment,3.729867,paid,2024-02-21 09:56:32.786938,,,,,,,,,,,,,,2,9,2024-02-21,True,1.89,8.96
RES00454,residential,Stephen King,"3013 Fry Street, Lusaka",+260975083501,Lilayi,R2,stephenking@gmail.com,1,House,8.828798,paid,2024-02-21 13:30:05.291628,,,,,,,,,,,,,,2,13,2024-02-21,False,0.41,40.64
COM03875,commercial,,,,Bauleni,,,,,61.111773,paid,2024-02-21 21:33:15.291629,Lusaka Hardware,"Plot 255, Baker Centers, Lusaka",+260979386373,Textiles,lusakahardware@gmail.com,8 hours,393,,,,,,,2,21,2024-02-21,True,0.27,47.63
RES00049,residential,Mr. Christopher Gibson,"81539 Christensen Loop Apt. 960, Lusaka",+260966914988,Mandevu,R2,mr.christophergibson@gmail.com,6,Flat,13.03709,paid,2024-02-22 04:45:39.135840,,,,,,,,,,,,,,2,4,2024-02-22,False,0.83,35.67
RES04139,residential,Gloria Landry,"62844 Shannon Corner, Lusaka",+260972860748,Northmead,R1,glorialandry@gmail.com,4,Flat,2.917935,paid,2024-02-22 05:25:50.494881,,,,,,,,,,,,,,2,5,2024-02-22,True,2.38,47.43
IND03497,industrial,,,,Olympia,,,,,196.173443,paid,2024-02-22 08:10:31.804552,,,+260962688802,,,,,Kitwe Water Works,"Plot 86, Industrial Area, Lusaka",Processing,428,1 shift,3173,2,8,2024-02-22,True,1.88,19.3
COM01829,commercial,,,,Thornpark,,,,,49.131708,paid,2024-02-22 11:16:12.482205,Zambezi Agro Ltd,"Plot 292, Mclean Trafficway, Lusaka",+260963952336,Transportation,zambeziagroltd@gmail.com,13 hours,71,,,,,,,2,11,2024-02-22,False,2.94,7.31
RES03208,residential,Tara Miller,"5989 Jessica Center, Lusaka",+260952316890,Thornpark,R1,taramiller@gmail.com,1,Compound,1.0,partial,2024-02-22 17:05:08.508354,,,,,,,,,,,,,,2,17,2024-02-22,True,2.92,32.56
IND04226,industrial,,,,Kalingalinga,,,,,70.63861,unpaid,2024-02-22 18:55:31.814692,,,+260955163607,,,,,Mansa Agro Facility,"Plot 88, Industrial Area, Lusaka",Mining,598,2 shifts,2519,2,18,2024-02-22,True,2.4,31.22
RES02797,residential,Rachel Stewart,"23007 Sullivan Ports Apt. 249, Lusaka",+260975751452,Lusaka West,R2,rachelstewart@gmail.com,4,House,14.382923,paid,2024-02-22 23:37:47.107846,,,,,,,,,,,,,,2,23,2024-02-22,False,1.53,13.5
COM01455,commercial,,,,CBD,,,,,40.920697,unpaid,2024-02-23 02:44:47.559634,Lusaka Hardware,"Plot 143, Brandon Courts, Lusaka",+260977469901,Retail,lusakahardware@gmail.com,10 hours,89,,,,,,,2,2,2024-02-23,False,2.55,30.37
RES00825,residential,Lindsey Baker,"4143 James Walk, Lusaka",+260968793067,Lusaka West,R3,lindseybaker@gmail.com,5,Apartment,15.452214,paid,2024-02-23 14:03:49.600955,,,,,,,,,,,,,,2,14,2024-02-23,False,1.32,0.85
RES04320,residential,Mrs. Sharon Wilson,"14737 Peter Road Apt. 357, Lusaka",+260967880708,Longacres,R3,mrs.sharonwilson@gmail.com,2,House,23.094658,partial,2024-02-23 19:02:58.667148,,,,,,,,,,,,,,2,19,2024-02-23,True,1.7,37.64
RES02171,residential,Zachary Wood,"6906 Denise Vista Apt. 636, Lusaka",+260953562556,Mass Media,R2,zacharywood@gmail.com,4,House,14.748134,paid,2024-02-24 01:21:10.466349,,,,,,,,,,,,,,2,1,2024-02-24,False,2.49,49.01
COM00679,commercial,,,,Kanyama,,,,,24.489024,paid,2024-02-24 03:56:47.687154,Zambezi Agro Ltd,"Plot 281, Sean Drives, Lusaka",+260968527467,Technology,zambeziagroltd@gmail.com,8 hours,479,,,,,,,2,3,2024-02-24,False,2.96,15.49
RES03472,residential,Richard Carter,"630 Lee Hill, Lusaka",+260958452779,Bauleni,R1,richardcarter@gmail.com,5,House,27.464231,paid,2024-02-24 22:40:17.706612,,,,,,,,,,,,,,2,22,2024-02-24,False,2.11,43.63
RES00946,residential,Leroy Rush,"5793 Brown Springs, Lusaka",+260958249493,Matero,R3,leroyrush@gmail.com,2,Flat,14.298107,unpaid,2024-02-25 02:10:40.149993,,,,,,,,,,,,,,2,2,2024-02-25,False,1.65,42.9
RES04228,residential,Karla Nunez,"928 Mcmahon Flat, Lusaka",+260962223232,Chawama,R3,karlanunez@gmail.com,4,Flat,22.396906,paid,2024-02-25 03:30:33.818676,,,,,,,,,,,,,,2,3,2024-02-25,False,2.04,14.62
COM04407,commercial,,,,Woodlands,,,,,18.046341,unpaid,2024-02-25 06:42:44.115872,Great North Electronics,"Plot 201, Taylor Locks, Lusaka",+260968038977,Textiles,greatnorthelectronics@gmail.com,13 hours,319,,,,,,,2,6,2024-02-25,True,0.13,43.08
RES02283,residential,Keith Mcgee,"045 Macias Rue Apt. 672, Lusaka",+260962815342,Fairview,R2,keithmcgee@gmail.com,7,Apartment,29.744987,paid,2024-02-25 06:51:53.676593,,,,,,,,,,,,,,2,6,2024-02-25,True,1.15,15.78
RES01826,residential,Janice Gonzalez,"200 Madison Knolls Apt. 402, Lusaka",+260952914372,Makeni,R3,janicegonzalez@gmail.com,1,Flat,19.899911,paid,2024-02-25 07:07:22.446222,,,,,,,,,,,,,,2,7,2024-02-25,True,0.56,23.65
COM01389,commercial,,,,Kabulonga,,,,,29.530353,partial,2024-02-25 11:34:23.204854,Luangwa Motors,"Plot 255, Harris Expressway, Lusaka",+260964446997,Technology,luangwamotors@gmail.com,21 hours,241,,,,,,,2,11,2024-02-25,False,1.07,28.28
RES04548,residential,Audrey Moran,"487 Davidson Place, Lusaka",+260952473003,Mandevu,R1,audreymoran@gmail.com,3,Flat,24.629125,paid,2024-02-25 13:10:58.716511,,,,,,,,,,,,,,2,13,2024-02-25,False,2.92,14.73
IND03387,industrial,,,,Lilayi,,,,,221.841749,paid,2024-02-25 21:49:35.282870,,,+260951007272,,,,,Mansa Agro Facility,"Plot 19, Industrial Area, Lusaka",Mining,296,2 shifts,1086,2,21,2024-02-25,True,2.43,2.06
RES01424,residential,Donald Rodriguez,"5752 Lambert Estates, Lusaka",+260953430171,Chawama,R1,donaldrodriguez@gmail.com,2,Compound,22.196139,partial,2024-02-26 03:51:31.416720,,,,,,,,,,,,,,2,3,2024-02-26,False,1.14,3.15
RES04005,residential,Paul Johnson,"75928 Jones Ramp, Lusaka",+260962771542,Makeni,R2,pauljohnson@gmail.com,1,Flat,28.315654,paid,2024-02-26 05:18:24.886253,,,,,,,,,,,,,,2,5,2024-02-26,True,2.24,15.62
IND04328,industrial,,,,Mass Media,,,,,357.963825,paid,2024-02-26 05:46:23.712122,,,+260968311623,,,,,Solwezi Industrial Park,"Plot 62, Industrial Area, Lusaka",Mining,443,1 shift,9792,2,5,2024-02-26,True,1.27,47.18
IND02627,industrial,,,,Chawama,,,,,414.329484,paid,2024-02-26 08:49:50.804656,,,+260977018294,,,,,Mansa Agro Facility,"Plot 50, Industrial Area, Lusaka",Agriculture,996,2 shifts,9021,2,8,2024-02-26,True,0.33,33.61
RES02278,residential,Michelle Vargas,"513 Wilson Hill, Lusaka",+260963625660,CBD,R3,michellevargas@gmail.com,4,Flat,19.567687,partial,2024-02-26 09:15:23.635628,,,,,,,,,,,,,,2,9,2024-02-26,True,2.37,0.9
IND01405,industrial,,,,Fairview,,,,,175.704514,paid,2024-02-26 18:16:05.298796,,,+260974722709,,,,,Ndola Textile Plant,"Plot 64, Industrial Area, Lusaka",Manufacturing,644,1 shift,3994,2,18,2024-02-26,True,0.55,27.04
COM01277,commercial,,,,George,,,,,59.640225,paid,2024-02-26 19:58:35.361380,Lusaka Hardware,"Plot 13, Cantrell Inlet, Lusaka",+260977510824,Manufacturing,lusakahardware@gmail.com,10 hours,175,,,,,,,2,19,2024-02-26,True,0.19,13.93
RES01457,residential,Nathan Knapp,"18057 Jeanette Points Suite 168, Lusaka",+260978025007,Garden,R1,nathanknapp@gmail.com,5,House,39.102738,partial,2024-02-27 21:15:35.567629,,,,,,,,,,,,,,2,21,2024-02-27,True,0.9,0.81
RES01792,residential,Jeffrey Harper,"4659 Michael Union, Lusaka",+260974039084,Kalingalinga,R2,jeffreyharper@gmail.com,5,Compound,18.962799,unpaid,2024-02-28 01:19:31.086454,,,,,,,,,,,,,,2,1,2024-02-28,False,0.96,49.86
COM04495,commercial,,,,Bauleni,,,,,33.708923,paid,2024-02-28 10:06:06.477644,Great North Electronics,"Plot 273, Leonard Village, Lusaka",+260952567314,Technology,greatnorthelectronics@gmail.com,14 hours,396,,,,,,,2,10,2024-02-28,False,1.37,8.64
COM04988,commercial,,,,Northmead,,,,,91.160735,paid,2024-02-28 17:37:30.563352,Solwezi Boutique,"Plot 438, Vega Shore, Lusaka",+260954216818,Technology,solweziboutique@gmail.com,9 hours,215,,,,,,,2,17,2024-02-28,True,1.63,41.82
COM03265,commercial,,,,George,,,,,49.102038,paid,2024-02-28 19:52:34.763203,Lusaka Hardware,"Plot 350, Ashley Hollow, Lusaka",+260973234825,Technology,lusakahardware@gmail.com,18 hours,177,,,,,,,2,19,2024-02-28,True,1.72,2.8
RES01157,residential,Gabriel Simpson,"6043 Smith Pass, Lusaka",+260976921507,Mandevu,R2,gabrielsimpson@gmail.com,4,Apartment,22.877135,paid,2024-02-29 04:24:01.239074,,,,,,,,,,,,,,2,4,2024-02-29,False,1.33,9.32
COM04819,commercial,,,,Mtendere,,,,,40.73026,paid,2024-02-29 15:55:15.961725,Chikuni General Dealers,"Plot 208, Timothy Centers, Lusaka",+260962957172,Transportation,chikunigeneraldealers@gmail.com,15 hours,84,,,,,,,2,15,2024-02-29,False,0.51,18.37
IND03594,industrial,,,,George,,,,,460.90676,paid,2024-02-29 20:39:34.218299,,,+260964913064,,,,,Mansa Agro Facility,"Plot 50, Industrial Area, Lusaka",Agriculture,739,3 shifts,4892,2,20,2024-02-29,True,2.62,27.01
RES02611,residential,Bob Haney,"233 Duncan Valley Suite 233, Lusaka",+260963159870,Mandevu,R1,bobhaney@gmail.com,2,Apartment,13.60836,partial,2024-02-29 23:41:04.710712,,,,,,,,,,,,,,2,23,2024-02-29,False,0.41,22.02
RES01463,residential,Elizabeth George,"8791 Harmon Valleys Apt. 818, Lusaka",+260954145523,Olympia,R1,elizabethgeorge@gmail.com,1,Flat,31.685342,unpaid,2024-03-01 01:07:50.600608,,,,,,,,,,,,,,3,1,2024-03-01,False,0.62,4.12
RES00725,residential,Joshua French,"7435 Bell Plaza Suite 072, Lusaka",+260961120730,CBD,R2,joshuafrench@gmail.com,3,Apartment,4.271734,unpaid,2024-03-01 01:14:56.188834,,,,,,,,,,,,,,3,1,2024-03-01,False,2.46,1.94
RES00227,residential,Kimberly Johnson,"71305 Lauren Row, Lusaka",+260957620241,Chawama,R1,kimberlyjohnson@gmail.com,2,House,5.173916,paid,2024-03-01 01:53:24.489370,,,,,,,,,,,,,,3,1,2024-03-01,False,0.66,45.91
RES03506,residential,David Carter,"0836 Daniel Tunnel Suite 505, Lusaka",+260976496530,Fairview,R2,davidcarter@gmail.com,3,Compound,12.759665,partial,2024-03-01 14:31:24.837531,,,,,,,,,,,,,,3,14,2024-03-01,False,0.57,38.1
RES04341,residential,Anthony Williams,"1579 David Shoals Apt. 439, Lusaka",+260966987604,Olympia,R3,anthonywilliams@gmail.com,4,House,9.661847,paid,2024-03-01 15:09:58.775083,,,,,,,,,,,,,,3,15,2024-03-01,False,1.67,9.05
IND00497,industrial,,,,Fairview,,,,,202.063966,paid,2024-03-01 15:59:36.783327,,,+260974295453,,,,,Ndola Textile Plant,"Plot 15, Industrial Area, Lusaka",Agriculture,753,2 shifts,5172,3,15,2024-03-01,False,0.15,18.0
RES01717,residential,Jennifer Parker,"5888 Derrick Neck Apt. 549, Lusaka",+260955596997,Ibex Hill,R1,jenniferparker@gmail.com,1,Flat,43.246907,paid,2024-03-01 20:04:14.065088,,,,,,,,,,,,,,3,20,2024-03-01,True,0.16,2.7
RES04353,residential,Michelle Wang,"910 Kellie Island, Lusaka",+260961485113,Lilayi,R1,michellewang@gmail.com,7,Flat,20.312069,partial,2024-03-02 01:43:51.831049,,,,,,,,,,,,,,3,1,2024-03-02,False,0.19,39.89
RES01905,residential,Lori Morrison,"17429 Cook Vista, Lusaka",+260971530207,Kanyama,R1,lorimorrison@gmail.com,6,Compound,21.81012,paid,2024-03-02 01:57:15.406630,,,,,,,,,,,,,,3,1,2024-03-02,False,2.3,5.95
IND02904,industrial,,,,Woodlands,,,,,528.345353,paid,2024-03-02 03:09:39.946322,,,+260954183057,,,,,Solwezi Industrial Park,"Plot 22, Industrial Area, Lusaka",Mining,333,3 shifts,4992,3,3,2024-03-02,False,1.56,40.16
RES01437,residential,Lance White,"57814 Smith Branch Apt. 162, Lusaka",+260967736641,Kalingalinga,R3,lancewhite@gmail.com,5,Compound,18.61401,paid,2024-03-02 06:53:54.472684,,,,,,,,,,,,,,3,6,2024-03-02,True,1.47,17.7
COM00952,commercial,,,,Chawama,,,,,46.550914,paid,2024-03-02 10:14:57.314891,Copperbelt Traders,"Plot 112, Kevin Mountain, Lusaka",+260963988506,Transportation,copperbelttraders@gmail.com,23 hours,136,,,,,,,3,10,2024-03-02,False,0.48,12.11
RES02002,residential,Jennifer Lozano,"56380 Bonnie Cliff, Lusaka",+260974548110,Garden,R3,jenniferlozano@gmail.com,3,Apartment,19.663797,paid,2024-03-02 14:26:03.152162,,,,,,,,,,,,,,3,14,2024-03-02,False,0.94,48.45
RES03839,residential,Cindy Armstrong,"74435 Mariah Club Suite 090, Lusaka",+260975965120,Mtendere,R3,cindyarmstrong@gmail.com,6,Apartment,4.385863,paid,2024-03-02 22:54:17.169704,,,,,,,,,,,,,,3,22,2024-03-02,False,2.39,29.2
RES02324,residential,Benjamin Brown,"62444 Marissa Junctions, Lusaka",+260971592747,Longacres,R2,benjaminbrown@gmail.com,1,House,10.352128,paid,2024-03-02 23:07:33.966424,,,,,,,,,,,,,,3,23,2024-03-02,False,1.2,3.46
RES01150,residential,Jasmine Williams,"352 Marissa Fort Suite 336, Lusaka",+260968669144,Fairview,R3,jasminewilliams@gmail.com,7,Compound,28.266837,paid,2024-03-02 23:24:41.176115,,,,,,,,,,,,,,3,23,2024-03-02,False,2.22,10.47
IND00469,industrial,,,,Chilenje,,,,,199.294294,paid,2024-03-03 01:36:10.485510,,,+260958604323,,,,,Ndola Textile Plant,"Plot 18, Industrial Area, Lusaka",Agriculture,657,2 shifts,7966,3,1,2024-03-03,False,1.4,17.26
RES04260,residential,Roger Alvarado,"4474 Baldwin Trail Suite 946, Lusaka",+260962852132,Woodlands,R3,rogeralvarado@gmail.com,4,House,22.661539,unpaid,2024-03-03 02:43:23.968592,,,,,,,,,,,,,,3,2,2024-03-03,False,1.86,40.66
RES01888,residential,Brandon Brown,"746 Anthony Mews Apt. 510, Lusaka",+260971252787,Garden,R2,brandonbrown@gmail.com,5,House,5.968694,paid,2024-03-03 05:31:39.108813,,,,,,,,,,,,,,3,5,2024-03-03,True,2.47,38.43
IND03850,industrial,,,,Chaisa,,,,,346.416905,paid,2024-03-03 09:59:34.205686,,,+260971795026,,,,,Kitwe Water Works,"Plot 99, Industrial Area, Lusaka",Agriculture,864,2 shifts,9095,3,9,2024-03-03,True,2.01,13.77
IND00536,industrial,,,,Mandevu,,,,,251.986206,partial,2024-03-03 18:11:42.189073,,,+260963612761,,,,,Kitwe Water Works,"Plot 24, Industrial Area, Lusaka",Processing,435,2 shifts,1046,3,18,2024-03-03,True,1.64,20.04
IND00121,industrial,,,,Kanyama,,,,,439.273062,paid,2024-03-03 23:57:03.633530,,,+260967428540,,,,,Chipata Milling Station,"Plot 34, Industrial Area, Lusaka",Agriculture,472,2 shifts,3710,3,23,2024-03-03,False,2.8,26.61
RES02684,residential,Elizabeth Wood,"2455 Thomas Crescent, Lusaka",+260959213122,Longacres,R2,elizabethwood@gmail.com,3,Compound,20.014991,paid,2024-03-04 04:31:36.257373,,,,,,,,,,,,,,3,4,2024-03-04,False,2.55,26.7
RES01449,residential,Jennifer Herrera,"41444 Cole Vista, Lusaka",+260959402892,Rhodes Park,R3,jenniferherrera@gmail.com,2,Compound,20.530671,paid,2024-03-04 08:37:31.526653,,,,,,,,,,,,,,3,8,2024-03-04,True,1.27,23.6
IND04805,industrial,,,,Kabulonga,,,,,121.226433,partial,2024-03-04 08:57:33.875778,,,+260974482198,,,,,Chipata Milling Station,"Plot 26, Industrial Area, Lusaka",Agriculture,416,1 shift,102,3,8,2024-03-04,True,1.04,14.35
COM00054,commercial,,,,Longacres,,,,,66.475819,partial,2024-03-04 10:45:16.157825,Lusaka Hardware,"Plot 410, Taylor Lodge, Lusaka",+260961064323,Manufacturing,lusakahardware@gmail.com,11 hours,274,,,,,,,3,10,2024-03-04,False,2.15,38.39
COM01709,commercial,,,,Olympia,,,,,79.31202,partial,2024-03-04 16:58:21.968149,Lusaka Hardware,"Plot 167, Orr Stream, Lusaka",+260954366854,Manufacturing,lusakahardware@gmail.com,8 hours,427,,,,,,,3,16,2024-03-04,False,2.85,47.05
IND03292,industrial,,,,CBD,,,,,74.138326,unpaid,2024-03-04 20:28:54.922095,,,+260971028389,,,,,Solwezi Industrial Park,"Plot 3, Industrial Area, Lusaka",Mining,328,3 shifts,2508,3,20,2024-03-04,True,1.03,38.89
RES01251,residential,Jesse Roberson,"73513 Love Forks Apt. 619, Lusaka",+260972882961,Chilenje,R2,jesseroberson@gmail.com,3,House,11.729622,paid,2024-03-05 03:35:32.116541,,,,,,,,,,,,,,3,3,2024-03-05,False,0.48,39.88
COM03835,commercial,,,,Makeni,,,,,70.901609,paid,2024-03-05 05:00:24.156712,Solwezi Boutique,"Plot 44, Johnson Creek, Lusaka",+260974745575,Hospitality,solweziboutique@gmail.com,20 hours,237,,,,,,,3,5,2024-03-05,True,2.55,8.76
IND04113,industrial,,,,Matero,,,,,240.021159,paid,2024-03-05 06:42:01.390942,,,+260955706072,,,,,Lusaka Energy Hub,"Plot 60, Industrial Area, Lusaka",Processing,559,2 shifts,7554,3,6,2024-03-05,True,2.64,26.95
RES02081,residential,Jason Johnson,"58653 Nathan Crescent Suite 100, Lusaka",+260966247450,John Laing,R1,jasonjohnson@gmail.com,5,Compound,13.518687,paid,2024-03-05 12:55:03.724807,,,,,,,,,,,,,,3,12,2024-03-05,False,2.91,39.95
RES03685,residential,Frank Mcdaniel,"55058 Williams Ranch Suite 595, Lusaka",+260979782594,George,R1,frankmcdaniel@gmail.com,3,Apartment,26.555401,paid,2024-03-05 13:04:41.590062,,,,,,,,,,,,,,3,13,2024-03-05,False,1.47,12.83
RES02707,residential,George Wilcox,"2891 Jason Dale Apt. 926, Lusaka",+260977789229,Fairview,R3,georgewilcox@gmail.com,2,Apartment,32.397884,paid,2024-03-05 13:42:59.467242,,,,,,,,,,,,,,3,13,2024-03-05,False,0.47,28.05
RES02483,residential,Tracy Collins,"573 Richardson Brooks Apt. 664, Lusaka",+260974515039,Kanyama,R1,tracycollins@gmail.com,7,Flat,7.024477,paid,2024-03-05 14:46:37.309581,,,,,,,,,,,,,,3,14,2024-03-05,False,2.51,14.23
RES04942,residential,John Robertson,"1584 Thomas Shoals Apt. 482, Lusaka",+260977419614,Lilayi,R1,johnrobertson@gmail.com,3,Apartment,26.459087,paid,2024-03-05 20:32:02.402458,,,,,,,,,,,,,,3,20,2024-03-05,True,1.41,34.29
RES04524,residential,Anthony Bryant,"45520 King Path Apt. 904, Lusaka",+260959871994,John Laing,R3,anthonybryant@gmail.com,6,House,14.628446,partial,2024-03-06 05:22:15.618570,,,,,,,,,,,,,,3,5,2024-03-06,True,2.68,7.42
RES04462,residential,Debra Taylor,"48107 Franklin Port, Lusaka",+260958638915,Garden,R3,debrataylor@gmail.com,5,Flat,11.427448,partial,2024-03-06 06:12:01.359719,,,,,,,,,,,,,,3,6,2024-03-06,True,1.7,44.54
COM02146,commercial,,,,Mtendere,,,,,42.21694,paid,2024-03-06 07:32:26.320436,Luangwa Motors,"Plot 93, Clark Flat, Lusaka",+260953030886,Agriculture,luangwamotors@gmail.com,14 hours,401,,,,,,,3,7,2024-03-06,True,2.25,49.27
RES04538,residential,Brittany Walker,"2926 Ashley Brooks Apt. 590, Lusaka",+260972684516,Lusaka West,R3,brittanywalker@gmail.com,4,Compound,24.272395,paid,2024-03-06 10:37:53.682526,,,,,,,,,,,,,,3,10,2024-03-06,False,1.88,44.38
RES02168,residential,Timothy Kemp,"3321 Vincent Glen, Lusaka",+260967233537,Thornpark,R3,timothykemp@gmail.com,4,Flat,22.326759,paid,2024-03-06 11:38:01.449354,,,,,,,,,,,,,,3,11,2024-03-06,False,1.81,11.65
RES02437,residential,April Williams,"71349 Miles Row, Lusaka",+260971444015,Chawama,R2,aprilwilliams@gmail.com,7,Flat,19.806495,partial,2024-03-06 14:46:21.978795,,,,,,,,,,,,,,3,14,2024-03-06,False,0.36,14.11
RES00303,residential,Amanda Russell,"5246 Carpenter Well Suite 504, Lusaka",+260977535223,John Laing,R3,amandarussell@gmail.com,5,Apartment,28.503696,paid,2024-03-06 20:01:05.290872,,,,,,,,,,,,,,3,20,2024-03-06,True,0.29,29.74
COM03687,commercial,,,,Mtendere,,,,,79.895616,paid,2024-03-06 20:22:28.597053,Mosi Beverages,"Plot 19, Renee Keys, Lusaka",+260977271620,Agriculture,mosibeverages@gmail.com,8 hours,218,,,,,,,3,20,2024-03-06,True,0.62,5.71
IND00700,industrial,,,,Thornpark,,,,,310.141005,unpaid,2024-03-06 22:59:39.961982,,,+260964929301,,,,,Ndola Textile Plant,"Plot 86, Industrial Area, Lusaka",Agriculture,264,1 shift,1726,3,22,2024-03-06,False,0.72,31.89
COM01128,commercial,,,,Olympia,,,,,22.19482,paid,2024-03-07 16:48:55.951260,Luangwa Motors,"Plot 392, Kathy Terrace, Lusaka",+260966351804,Hospitality,luangwamotors@gmail.com,10 hours,486,,,,,,,3,16,2024-03-07,False,1.15,43.1
RES03951,residential,Ronald Mccullough,"1244 Lyons Villages Suite 872, Lusaka",+260967455119,Chunga,R2,ronaldmccullough@gmail.com,6,Apartment,12.502622,paid,2024-03-07 23:00:20.603438,,,,,,,,,,,,,,3,23,2024-03-07,False,1.99,46.94
